Catalog ID,MW,Formula,Chemical name,Smiles,Type
Z1713569822,369.3647,C16H16FNO6S,"3-(2,4,5-trimethoxybenzamido)benzene-1-sulfonyl fluoride",COC1=CC(OC)=C(C=C1C(=O)NC=2C=CC=C(C2)S(=O)(=O)F)OC,SuFEx
Z7772313216,401.2595,C13H16Cl2F2N4O2S,"4-{1-[(3-fluoropyrrolidin-3-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C2=CN(CC3(F)CCNC3)N=N2,SuFEx
Z1737948533,363.3569,C13H11F2NO5S2,2-[(3-fluoro-4-methoxyphenyl)sulfamoyl]benzene-1-sulfonyl fluoride,COC=1C=CC(=CC1F)NS(=O)(=O)C=2C=CC=CC2S(=O)(=O)F,SuFEx
Z7771702880,411.3222,C15H21Cl2FN4O2S,"4-{1-[(5-methylpiperidin-3-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",CC1CNCC(CN2C=C(N=N2)C=3C=CC(=CC3)S(=O)(=O)F)C1,SuFEx
Z1721317214,424.4432,C19H21FN2O6S,3-(3-methoxy-4-{[(propan-2-yl)carbamoyl]methoxy}benzamido)benzene-1-sulfonyl fluoride,COC=1C=C(C=CC1OCC(=O)NC(C)C)C(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4332082170,368.3552,C16H14F2N2O4S,"4-[(5-fluoro-1,2,3,4-tetrahydroisoquinoline-2-carbonyl)amino]phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCC3=C(F)C=CC=C3C2,FS
Z4262532495,374.3646,C13H11FN2O6S2,methyl 5-{5-[(fluorosulfonyl)oxy]pyridine-3-amido}-3-methylthiophene-2-carboxylate,COC(=O)C=1SC(=CC1C)NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z7776666032,399.2685,C13H17Cl2FN4O3S,"4-{1-[(3-hydroxypyrrolidin-3-yl)methyl]-1H-1,2,3-triazol-4-yl}benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)C2=CN(CC3(O)CCNC3)N=N2,SuFEx
Z4262482665,334.3207,C12H15FN2O6S,"rac-5-{[(3R,4R)-4-methoxyoxan-3-yl]carbamoyl}pyridin-3-yl sulfurofluoridate","CO[C@@H]1CCOC[C@H]1NC(=O)C=2C=NC=C(C2)OS(=O)(=O)F |&1:2,7|",FS
Z7782491595,385.2419,C12H15Cl2FN4O3S,"3-[4-(3-hydroxypyrrolidin-3-yl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC=C(C1)N2C=C(N=N2)C3(O)CCNC3,SuFEx
Z2752279674,372.372,C14H17FN4O5S,(2-{[1-(3-methoxypropyl)-1H-pyrazol-3-yl]amino}-5-nitrophenyl)methanesulfonyl fluoride,COCCCN1C=CC(=N1)NC=2C=CC(=CC2CS(=O)(=O)F)[N+]([O-])=O,SuFEx
Z1764294102,358.3652,C13H11FN2O5S2,3-(phenylformohydrazido)sulfonylbenzene-1-sulfonyl fluoride,O=C(NNS(=O)(=O)C=1C=CC=C(C1)S(=O)(=O)F)C=2C=CC=CC2,SuFEx
Z2156382164,323.3394,C15H14FNO4S,3-[(2R)-2-methoxy-2-phenylacetamido]benzene-1-sulfonyl fluoride,CO[C@@H](C(=O)NC=1C=CC=C(C1)S(=O)(=O)F)C=2C=CC=CC2,SuFEx
Z4317037550,384.8098,C16H14ClFN2O4S,"4-[(8-chloro-1,2,3,4-tetrahydroisoquinoline-2-carbonyl)amino]phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCC3=CC=CC(Cl)=C3C2,FS
Z2867517744,317.3166,C10H8FN3O4S2,3-[(pyrimidin-2-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2N=CC=CN2,SuFEx
Z4607528922,354.3567,C14H15FN4O4S,5-[2-(2-methylpropyl)pyrimidine-4-amido]pyridin-3-yl sulfurofluoridate,CC(C)CC=1N=CC=C(N1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z1713568630,345.777,C13H13ClFN3O3S,"3-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)acetamido]benzene-1-sulfonyl fluoride",CC1=NN(CC(=O)NC2=CC=CC(=C2)S(=O)(=O)F)C(C)=C1Cl,SuFEx
Z3489903966,370.7368,C15H8ClFO6S,3-(4-chlorophenoxy)-4-oxo-4H-chromen-7-yl sulfurofluoridate,O=C1C(=COC=2C=C(C=CC12)OS(=O)(=O)F)OC=3C=CC(Cl)=CC3,FS
Z3488544063,333.3375,C15H12FN3O3S,3-[2-(1H-indazol-1-yl)acetamido]benzene-1-sulfonyl fluoride,O=C(CN1N=CC=2C=CC=CC21)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4607528858,353.3256,C14H12FN3O5S,"5-(1-cyclopropyl-6-oxo-1,6-dihydropyridine-3-amido)pyridin-3-yl sulfurofluoridate",O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=CC(=O)N(C2)C3CC3,FS
Z2509447210,316.3286,C11H9FN2O4S2,3-[(pyridin-4-yl)sulfamoyl]benzene-1-sulfonyl fluoride,O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CN=CC2,SuFEx
Z4607528897,337.3262,C14H12FN3O4S,5-(5-cyclopropylpyridine-3-amido)pyridin-3-yl sulfurofluoridate,O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C=2C=NC=C(C2)C3CC3,FS
Z2768309288,405.3672,C16H15F4N3O3S,"4-({[2-(trifluoromethyl)-5H,6H,7H,8H-imidazo[1,2-a]pyridin-6-yl]methyl}carbamoyl)benzene-1-sulfonyl fluoride",O=C(NCC1CCC2=NC(=CN2C1)C(F)(F)F)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4607528914,363.3204,C15H10FN3O5S,"5-(3-phenyl-1,2-oxazole-4-amido)pyridin-3-yl sulfurofluoridate",O=C(NC=1C=NC=C(C1)OS(=O)(=O)F)C2=CON=C2C=3C=CC=CC3,FS
Z2936916680,325.3585,C14H16FN3O3S,"4-({[(1,5-dimethyl-1H-pyrazol-4-yl)methyl]carbamoyl}methyl)benzene-1-sulfonyl fluoride",CC1=C(C=NN1C)CNC(=O)CC=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4386044779,433.45,C21H20FNO6S,"3-(6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydroisoquinoline-2-carbonyl)-5-ethynylphenyl sulfurofluoridate",C#CC1=CC(=CC(=C1)OS(=O)(=O)F)C(=O)N2CCC=3C=C(OC)C(=CC3C2C)OC,FS
Z2936916679,343.4136,C16H22FNO4S,4-({[1-(oxan-4-yl)propyl]carbamoyl}methyl)benzene-1-sulfonyl fluoride,CCC(NC(=O)CC=1C=CC(=CC1)S(=O)(=O)F)C2CCOCC2,SuFEx
Z4332078076,364.3913,C17H17FN2O4S,"4-[(5-methyl-1,2,3,4-tetrahydroisoquinoline-2-carbonyl)amino]phenyl sulfurofluoridate",CC=1C=CC=C2CN(CCC12)C(=O)NC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z1763534568,349.4413,C14H20FNO4S2,4-[(3-ethylcyclohexyl)sulfamoyl]benzene-1-sulfonyl fluoride,CCC1CCCC(C1)NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z1688206495,405.4001,C18H16FN3O5S,"4-{3-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]propanamido}benzene-1-sulfonyl fluoride",COC=1C=CC(=CC1)C2=NOC(CCC(=O)NC=3C=CC(=CC3)S(=O)(=O)F)=N2,SuFEx
Z3386495120,507.9423,C21H15ClFN3O5S2,"3-{[(2-chloropyridin-4-yl)methyl](1-oxo-1,2-dihydroisoquinolin-7-yl)sulfamoyl}benzene-1-sulfonyl fluoride",O=C1NC=CC=2C=CC(=CC12)N(CC=3C=CN=C(Cl)C3)S(=O)(=O)C=4C=CC=C(C4)S(=O)(=O)F,SuFEx
Z1708249515,417.4291,C16H16FNO7S2,"2-(3-{[3-(fluorosulfonyl)phenyl]sulfamoyl}-2,6-dimethylphenoxy)acetic acid",CC=1C=CC(=C(C)C1OCC(=O)O)S(=O)(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z56797148,381.4218,C17H20FN3O4S,4-(2-{4-[bis(2-hydroxyethyl)amino]-2-methylphenyl}diazen-1-yl)benzene-1-sulfonyl fluoride,CC=1C=C(C=CC1N=NC=2C=CC(=CC2)S(=O)(=O)F)N(CCO)CCO,SuFEx
Z1713568601,435.4261,C19H18FN3O6S,"3-{2-[4-(4-methoxyphenyl)-4-methyl-2,5-dioxoimidazolidin-1-yl]acetamido}benzene-1-sulfonyl fluoride",COC=1C=CC(=CC1)C2(C)NC(=O)N(CC(=O)NC3=CC=CC(=C3)S(=O)(=O)F)C2=O,SuFEx
Z2734670510,334.3222,C15H11FN2O4S,"4-[5-(2-methoxyphenyl)-1,3,4-oxadiazol-2-yl]benzene-1-sulfonyl fluoride",COC=1C=CC=CC1C2=NN=C(O2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z1713569703,434.4828,C15H15FN2O6S3,3-[3-(morpholine-4-sulfonyl)thiophene-2-amido]benzene-1-sulfonyl fluoride,O=C(NC=1C=CC=C(C1)S(=O)(=O)F)C=2SC=CC2S(=O)(=O)N3CCOCC3,SuFEx
Z3271968282,318.3213,C12H15FN2O5S,2-{1-[4-(fluorosulfonyl)-1H-pyrrole-2-amido]cyclopentyl}acetic acid,O=C(O)CC1(CCCC1)NC(=O)C2=CC(=CN2)S(=O)(=O)F,SuFEx
Z7797494321,385.2419,C12H15Cl2FN4O3S,"4-[4-(3-hydroxypyrrolidin-3-yl)-1H-1,2,3-triazol-1-yl]benzene-1-sulfonyl fluoride dihydrochloride",O=S(=O)(F)C=1C=CC(=CC1)N2C=C(N=N2)C3(O)CCNC3,SuFEx
Z4262492108,325.3155,C13H12FN3O4S,5-{[2-(pyridin-4-yl)ethyl]carbamoyl}pyridin-3-yl sulfurofluoridate,O=C(NCCC=1C=CN=CC1)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z4607560762,348.3473,C13H17FN2O6S,"4-{[(2S,4R)-4-hydroxy-2-(methoxymethyl)pyrrolidine-1-carbonyl]amino}phenyl sulfurofluoridate",COC[C@@H]1C[C@@H](O)CN1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z4607567214,402.4178,C15H15FN2O6S2,4-[2-(dimethylsulfamoyl)benzamido]phenyl sulfurofluoridate,CN(C)S(=O)(=O)C=1C=CC=CC1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z2768276635,420.4545,C20H21FN2O5S,3-{[(3-{[(oxolan-2-yl)methyl]carbamoyl}phenyl)methyl]carbamoyl}benzene-1-sulfonyl fluoride,O=C(NCC=1C=CC=C(C1)C(=O)NCC2CCCO2)C=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4607531379,378.4609,C19H23FN2O3S,"4-{[4-(2,3-dimethylphenyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate",CC=1C=CC=C(C1C)N2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,FS
Z1688206972,337.3659,C16H16FNO4S,4-(4-phenoxybutanamido)benzene-1-sulfonyl fluoride,O=C(CCCOC=1C=CC=CC1)NC=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z3190516423,378.4179,C18H19FN2O4S,5-{3-hydroxy-3-phenyl-8-azabicyclo[3.2.1]octane-8-carbonyl}-1H-pyrrole-3-sulfonyl fluoride,O=C(C1=CC(=CN1)S(=O)(=O)F)N2C3CCC2CC(O)(C3)C=4C=CC=CC4,SuFEx
Z4332079586,352.3806,C16H17FN2O4S,4-{[(2-phenylpropyl)carbamoyl]amino}phenyl sulfurofluoridate,CC(CNC(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C=2C=CC=CC2,FS
Z2768291972,406.428,C19H19FN2O5S,3-{[5-oxo-1-(2-phenoxyethyl)pyrrolidin-3-yl]carbamoyl}benzene-1-sulfonyl fluoride,O=C(NC1CC(=O)N(CCOC=2C=CC=CC2)C1)C3=CC=CC(=C3)S(=O)(=O)F,SuFEx
Z4262299417,381.4185,C18H20FNO5S,4-{3-[2-(propan-2-yl)phenoxy]propanamido}phenyl sulfurofluoridate,CC(C)C=1C=CC=CC1OCCC(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z1672278931,319.3325,C10H10FN3O4S2,4-[(1-methyl-1H-pyrazol-5-yl)sulfamoyl]benzene-1-sulfonyl fluoride,CN1N=CC=C1NS(=O)(=O)C=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4607528801,372.7991,C15H14ClFN2O4S,5-[4-(3-chlorophenyl)butanamido]pyridin-3-yl sulfurofluoridate,O=C(CCCC=1C=CC=C(Cl)C1)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z3462947342,315.3604,C14H18FNO4S,3-[1-(methoxymethyl)cyclopentaneamido]benzene-1-sulfonyl fluoride,COCC1(CCCC1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4607533233,408.419,C19H18F2N2O4S,"4-{[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]methyl}phenyl sulfurofluoridate",O=S(=O)(F)OC=1C=CC(=CC1)CN2CCC(CC2)C3=NOC=4C=C(F)C=CC34,FS
Z2736955437,339.3851,C15H18FN3O3S,3-(1-tert-butyl-5-methyl-1H-pyrazole-3-amido)benzene-1-sulfonyl fluoride,CC1=CC(=NN1C(C)(C)C)C(=O)NC=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4607533186,447.308,C18H17Cl2FN2O4S,"4-({2-[(3,5-dichlorophenyl)carbamoyl]pyrrolidin-1-yl}methyl)phenyl sulfurofluoridate",O=C(NC=1C=C(Cl)C=C(Cl)C1)C2CCCN2CC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z3488545238,335.3501,C16H14FNO4S,"3-[2-(2,3-dihydro-1-benzofuran-5-yl)acetamido]benzene-1-sulfonyl fluoride",O=C(CC=1C=CC=2OCCC2C1)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4607533191,412.8629,C18H18ClFN2O4S,4-{[4-(4-chlorobenzoyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate,O=C(C=1C=CC(Cl)=CC1)N2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,FS
Z3492770076,353.3719,C14H16FN5O3S,"{1-[3-phenyl-3-(1H-1,2,3,4-tetrazol-1-yl)propanoyl]azetidin-3-yl}methanesulfonyl fluoride",O=C(CC(C=1C=CC=CC1)N2C=NN=N2)N3CC(CS(=O)(=O)F)C3,SuFEx
Z4607533187,447.308,C18H17Cl2FN2O4S,"4-({2-[(2,5-dichlorophenyl)carbamoyl]pyrrolidin-1-yl}methyl)phenyl sulfurofluoridate",O=C(NC=1C=C(Cl)C=CC1Cl)C2CCCN2CC=3C=CC(=CC3)OS(=O)(=O)F,FS
Z4208814614,356.3924,C14H13FN2O4S2,"3-{[2-(morpholin-4-yl)-4-oxo-4,5-dihydro-1,3-thiazol-5-ylidene]methyl}benzene-1-sulfonyl fluoride",O=C1N=C(SC1=CC=2C=CC=C(C2)S(=O)(=O)F)N3CCOCC3,SuFEx
Z4607533230,366.4072,C17H19FN2O4S,4-{[4-(2-hydroxyphenyl)piperazin-1-yl]methyl}phenyl sulfurofluoridate,O=S(=O)(F)OC=1C=CC(=CC1)CN2CCN(CC2)C3=CC=CC=C3O,FS
Z4343904311,326.3897,C14H19FN4O2S,2-[(1-propyl-1H-pyrazol-4-yl)[(pyridin-4-yl)methyl]amino]ethane-1-sulfonyl fluoride,CCCN1C=C(C=N1)N(CCS(=O)(=O)F)CC=2C=CN=CC2,SuFEx
Z2768269189,402.3962,C19H15FN2O5S,3-({[3-(furan-2-amido)phenyl]methyl}carbamoyl)benzene-1-sulfonyl fluoride,O=C(NC=1C=CC=C(C1)CNC(=O)C=2C=CC=C(C2)S(=O)(=O)F)C3=CC=CO3,SuFEx
Z2759893305,397.4046,C14H12FN5O4S2,"3-({[2-(1H-1,2,4-triazol-1-yl)pyridin-4-yl]methyl}sulfamoyl)benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NCC=2C=CN=C(C2)N3C=NC=N3,SuFEx
Z2768289008,435.5089,C22H26FNO5S,"3-({[1-(3,4-dimethoxyphenyl)cyclohexyl]methyl}carbamoyl)benzene-1-sulfonyl fluoride",COC=1C=CC(=CC1OC)C2(CNC(=O)C=3C=CC=C(C3)S(=O)(=O)F)CCCCC2,SuFEx
Z4209727865,341.3579,C14H16FN3O4S,"methyl 2-({1-[4-(fluorosulfonyl)phenyl]-1H-1,2,3-triazol-4-yl}methyl)butanoate",CCC(CC1=CN(N=N1)C=2C=CC(=CC2)S(=O)(=O)F)C(=O)OC,SuFEx
Z1713568645,418.3956,C19H15FN2O6S,3-{2-[3-(furan-2-amido)phenoxy]acetamido}benzene-1-sulfonyl fluoride,O=C(COC=1C=CC=C(C1)NC(=O)C2=CC=CO2)NC=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4343711679,328.4022,C15H21FN2O3S,2-[(1-cyanopropan-2-yl)({[3-(methoxymethyl)phenyl]methyl})amino]ethane-1-sulfonyl fluoride,COCC=1C=CC=C(C1)CN(CCS(=O)(=O)F)C(C)CC#N,SuFEx
Z2149310865,379.4026,C18H18FNO5S,3-[2-(cyclopropylmethoxy)-4-methoxybenzamido]benzene-1-sulfonyl fluoride,COC=1C=CC(C(=O)NC=2C=CC=C(C2)S(=O)(=O)F)=C(C1)OCC3CC3,SuFEx
Z3292075322,397.8483,C18H17ClFNO4S,"4-{2-[(8-chloro-3,4-dihydro-2H-1-benzopyran-4-yl)carbamoyl]ethyl}benzene-1-sulfonyl fluoride",O=C(CCC=1C=CC(=CC1)S(=O)(=O)F)NC2CCOC3=C(Cl)C=CC=C32,SuFEx
Z1764356387,396.4165,C15H13FN4O4S2,"3-{[3-(5-methyl-1H-1,2,4-triazol-3-yl)phenyl]sulfamoyl}benzene-1-sulfonyl fluoride",CC1=NC(=NN1)C=2C=CC=C(C2)NS(=O)(=O)C=3C=CC=C(C3)S(=O)(=O)F,SuFEx
Z4317037556,378.4179,C18H19FN2O4S,"4-{[methyl(1,2,3,4-tetrahydronaphthalen-1-yl)carbamoyl]amino}phenyl sulfurofluoridate",CN(C(=O)NC=1C=CC(=CC1)OS(=O)(=O)F)C2CCCC3=CC=CC=C32,FS
Z1764353819,423.4386,C17H14FN3O5S2,"3-({3-[(2-oxo-1,2-dihydropyrimidin-1-yl)methyl]phenyl}sulfamoyl)benzene-1-sulfonyl fluoride",O=C1N=CC=CN1CC=2C=CC=C(C2)NS(=O)(=O)C3=CC=CC(=C3)S(=O)(=O)F,SuFEx
Z3919195103,345.3665,C13H12FNO5S2,4-(N-methylbenzenesulfonamido)phenyl sulfurofluoridate,CN(C=1C=CC(=CC1)OS(=O)(=O)F)S(=O)(=O)C=2C=CC=CC2,FS
Z2768271431,480.5958,C21H21FN2O4S3,"3-[(2-phenyl-2-{4H,5H,6H,7H-thieno[3,2-c]pyridin-5-yl}ethyl)sulfamoyl]benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NCC(C=2C=CC=CC2)N3CCC=4SC=CC4C3,SuFEx
Z2874866112,381.4218,C17H20FN3O4S,"rac-4-{[(2R,3R)-2-[1-(propan-2-yl)-1H-pyrazol-5-yl]oxolan-3-yl]carbamoyl}benzene-1-sulfonyl fluoride","CC(C)N1N=CC=C1[C@@H]2OCC[C@H]2NC(=O)C=3C=CC(=CC3)S(=O)(=O)F |&1:8,12|",SuFEx
Z1764322479,423.4419,C16H14FN5O4S2,"3-{[3-(1-cyclopropyl-1H-1,2,3,4-tetrazol-5-yl)phenyl]sulfamoyl}benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=C(C2)C3=NN=NN3C4CC4,SuFEx
Z2907410177,323.361,C11H14FNO5S2,4-methyl-3-(morpholine-4-sulfonyl)benzene-1-sulfonyl fluoride,CC=1C=CC(=CC1S(=O)(=O)N2CCOCC2)S(=O)(=O)F,SuFEx
Z4607533173,397.4212,C17H20FN3O5S,"4-{[4-(5-methyl-1,2-oxazole-3-amido)piperidin-1-yl]methyl}phenyl sulfurofluoridate",CC1=CC(=NO1)C(=O)NC2CCN(CC=3C=CC(=CC3)OS(=O)(=O)F)CC2,FS
Z2156377897,433.518,C17H24FN3O5S2,3-[1-(piperidine-1-sulfonyl)piperidine-4-amido]benzene-1-sulfonyl fluoride,O=C(NC=1C=CC=C(C1)S(=O)(=O)F)C2CCN(CC2)S(=O)(=O)N3CCCCC3,SuFEx
Z4607528879,340.3268,C14H13FN2O5S,5-[4-(methoxymethyl)benzamido]pyridin-3-yl sulfurofluoridate,COCC=1C=CC(=CC1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z2660578359,359.4626,C13H14FN3O2S3,"4-({[5-(pyrrolidin-1-yl)-1,3,4-thiadiazol-2-yl]sulfanyl}methyl)benzene-1-sulfonyl fluoride",O=S(=O)(F)C=1C=CC(=CC1)CSC2=NN=C(S2)N3CCCC3,SuFEx
Z4607560655,475.4571,C20H21F4N3O4S,"4-[(4-{[4-(trifluoromethyl)phenyl]methyl}-1,4-diazepane-1-carbonyl)amino]phenyl sulfurofluoridate",O=C(NC=1C=CC(=CC1)OS(=O)(=O)F)N2CCCN(CC=3C=CC(=CC3)C(F)(F)F)CC2,FS
Z3282943709,394.4636,C18H23FN4O3S,"rac-[(1R,3S)-3-{2-[5-methyl-1-(4-methylphenyl)-1H-1,2,3-triazol-4-yl]acetamido}cyclopentyl]methanesulfonyl fluoride","CC1=C(CC(=O)N[C@@H]2CC[C@H](CS(=O)(=O)F)C2)N=NN1C=3C=CC(C)=CC3 |&1:7,10|",SuFEx
Z4607533201,415.4778,C22H22FNO4S,4-({[(2-hydroxyphenyl)methyl](1-phenylethyl)amino}methyl)phenyl sulfurofluoridate,CC(C=1C=CC=CC1)N(CC=2C=CC(=CC2)OS(=O)(=O)F)CC3=CC=CC=C3O,FS
Z3085329370,343.397,C13H14FN3O3S2,"4-({[(5-ethyl-1,3,4-thiadiazol-2-yl)methyl]carbamoyl}methyl)benzene-1-sulfonyl fluoride",CCC1=NN=C(CNC(=O)CC=2C=CC(=CC2)S(=O)(=O)F)S1,SuFEx
Z4344046478,315.3637,C13H18FN3O3S,"2-{[(2,5-dimethylfuran-3-yl)methyl](1-methyl-1H-pyrazol-3-yl)amino}ethane-1-sulfonyl fluoride",CC1=CC(CN(CCS(=O)(=O)F)C=2C=CN(C)N2)=C(C)O1,SuFEx
Z2759075582,352.3127,C15H10F2N2O4S,"4-[2-(5-fluoro-1,2-benzoxazol-3-yl)acetamido]benzene-1-sulfonyl fluoride",O=C(CC1=NOC=2C=CC(F)=CC12)NC=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4262329659,355.4044,C15H14FNO4S2,4-[2-(ethylsulfanyl)benzamido]phenyl sulfurofluoridate,CCSC=1C=CC=CC1C(=O)NC=2C=CC(=CC2)OS(=O)(=O)F,FS
Z3482535152,344.3586,C14H17FN2O5S,"rac-[(1R,3S)-3-[2-(3-nitrophenyl)acetamido]cyclopentyl]methanesulfonyl fluoride","[O-][N+](=O)C=1C=CC=C(C1)CC(=O)N[C@@H]2CC[C@H](CS(=O)(=O)F)C2 |&1:13,16|",SuFEx
Z4607528864,379.3629,C16H14FN3O5S,5-[2-(4-cyanophenoxy)-2-methylpropanamido]pyridin-3-yl sulfurofluoridate,CC(C)(OC=1C=CC(C#N)=CC1)C(=O)NC=2C=NC=C(C2)OS(=O)(=O)F,FS
Z1708249073,336.3829,C10H9FN2O4S3,"3-(2-methyl-1,3-thiazole-5-sulfonamido)benzene-1-sulfonyl fluoride",CC1=NC=C(S1)S(=O)(=O)NC2=CC=CC(=C2)S(=O)(=O)F,SuFEx
Z4607528904,368.3369,C15H13FN2O6S,"5-[2-(2,3-dihydro-1,4-benzodioxin-2-yl)acetamido]pyridin-3-yl sulfurofluoridate",O=C(CC1COC=2C=CC=CC2O1)NC=3C=NC=C(C3)OS(=O)(=O)F,FS
Z3488602034,325.3983,C16H20FNO3S,"4-(3-{6,6-dimethyl-3-azabicyclo[3.1.0]hexan-3-yl}-3-oxopropyl)benzene-1-sulfonyl fluoride",CC1(C)C2CN(CC21)C(=O)CCC=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z1737263456,376.3589,C17H13FN2O5S,"4-[2-(5-methyl-1,3-dioxo-2,3-dihydro-1H-isoindol-2-yl)acetamido]benzene-1-sulfonyl fluoride",CC=1C=CC=2C(=O)N(CC(=O)NC=3C=CC(=CC3)S(=O)(=O)F)C(=O)C2C1,SuFEx
Z3083883144,368.4661,C18H25FN2O3S,"4-(3-{8-methyl-1,8-diazaspiro[4.5]decan-1-yl}-3-oxopropyl)benzene-1-sulfonyl fluoride",CN1CCC2(CCCN2C(=O)CCC=3C=CC(=CC3)S(=O)(=O)F)CC1,SuFEx
Z1764327650,388.3912,C14H13FN2O6S2,3-{[3-(carbamoylmethoxy)phenyl]sulfamoyl}benzene-1-sulfonyl fluoride,NC(=O)COC=1C=CC=C(C1)NS(=O)(=O)C=2C=CC=C(C2)S(=O)(=O)F,SuFEx
Z4262530925,332.3479,C13H17FN2O5S,5-{methyl[(2-methyloxolan-2-yl)methyl]carbamoyl}pyridin-3-yl sulfurofluoridate,CN(CC1(C)CCCO1)C(=O)C=2C=NC=C(C2)OS(=O)(=O)F,FS
Z1688207171,364.3913,C17H17FN2O4S,4-[4-(phenylformamido)butanamido]benzene-1-sulfonyl fluoride,O=C(CCCNC(=O)C=1C=CC=CC1)NC=2C=CC(=CC2)S(=O)(=O)F,SuFEx
Z4344334893,329.4301,C16H24FNO3S,2-{[(2-methylphenyl)methyl](oxepan-4-yl)amino}ethane-1-sulfonyl fluoride,CC=1C=CC=CC1CN(CCS(=O)(=O)F)C2CCCOCC2,SuFEx
Z1737264814,359.3748,C17H14FN3O3S,4-[2-(1-phenyl-1H-pyrazol-3-yl)acetamido]benzene-1-sulfonyl fluoride,O=C(CC=1C=CN(N1)C=2C=CC=CC2)NC=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4262576388,332.3479,C13H17FN2O5S,5-{[2-(oxolan-2-yl)propan-2-yl]carbamoyl}pyridin-3-yl sulfurofluoridate,CC(C)(NC(=O)C1=CN=CC(=C1)OS(=O)(=O)F)C2CCCO2,FS
Z2759894026,363.3386,C16H11F2N3O3S,4-{[1-(4-fluorophenyl)-1H-pyrazol-5-yl]carbamoyl}benzene-1-sulfonyl fluoride,O=C(NC1=CC=NN1C=2C=CC(F)=CC2)C=3C=CC(=CC3)S(=O)(=O)F,SuFEx
Z4343912732,329.3655,C14H17F2N3O2S,"2-[(1,5-dimethyl-1H-pyrazol-4-yl)[(4-fluorophenyl)methyl]amino]ethane-1-sulfonyl fluoride",CC1=C(C=NN1C)N(CCS(=O)(=O)F)CC=2C=CC(F)=CC2,SuFEx
